Index,Load (kN),Defor (mm)
1245,4.882,0.0632
1246,4.884,0.0632
1247,4.888,0.0632
1248,4.89,0.0632
1249,4.892,0.0632
1250,4.896,0.0636
1251,4.898,0.0636
1252,4.9,0.0632
1253,4.902,0.0636
1254,4.904,0.0636
1255,4.906,0.0636
1256,4.91,0.0636
1257,4.912,0.0636
1258,4.914,0.0636
1259,4.916,0.0636
1260,4.92,0.0636
1261,4.92,0.0636
1262,4.922,0.064
1263,4.924,0.0636
1264,4.928,0.0636
1265,4.93,0.064
1266,4.932,0.064
1267,4.936,0.0636
1268,4.938,0.0636
1269,4.94,0.064
1270,4.942,0.064
1271,4.944,0.064
1272,4.946,0.064
1273,4.948,0.064
1274,4.952,0.064
1275,4.954,0.064
1276,4.956,0.064
1277,4.958,0.064
1278,4.96,0.0644
1279,4.964,0.0644
1280,4.966,0.0644
1281,4.968,0.0644
1282,4.97,0.0644
1283,4.972,0.0644
1284,4.974,0.0644
1285,4.978,0.0644
1286,4.98,0.0644
1287,4.982,0.0644
1288,4.984,0.0644
1289,4.986,0.0644
1290,4.99,0.0644
1291,4.99,0.0644
1292,4.994,0.0648
1293,4.996,0.0648
1294,5.0,0.0648
1295,5.002,0.0648
1296,5.004,0.0648
1297,5.006,0.0648
1298,5.008,0.0648
1299,5.012,0.0652
1300,5.014,0.0652
1301,5.014,0.0648
1302,5.018,0.0652
1303,5.02,0.0652
1304,5.024,0.0652
1305,5.024,0.0652
1306,5.028,0.0652
1307,5.03,0.0652
1308,5.032,0.0652
1309,5.034,0.0652
1310,5.036,0.0652
1311,5.04,0.0652
1312,5.042,0.0652
1313,5.044,0.0652
1314,5.046,0.0652
1315,5.048,0.0652
1316,5.05,0.0652
1317,5.054,0.0652
1318,5.056,0.0652
1319,5.058,0.0656
1320,5.06,0.0656
1321,5.062,0.0656
1322,5.066,0.0656
1323,5.068,0.0656
1324,5.07,0.0656
1325,5.072,0.0656
1326,5.074,0.0656
1327,5.076,0.0656
1328,5.08,0.0656
1329,5.082,0.0656
1330,5.084,0.066
1331,5.088,0.0656
1332,5.09,0.066
1333,5.092,0.066
1334,5.094,0.066
1335,5.098,0.066
1336,5.1,0.066
1337,5.102,0.066
1338,5.104,0.066
1339,5.106,0.066
1340,5.108,0.066
1341,5.112,0.0664
1342,5.114,0.0664
1343,5.116,0.0664
1344,5.118,0.0664
1345,5.12,0.0664
1346,5.124,0.0664
1347,5.126,0.0664
1348,5.128,0.0664
1349,5.13,0.0664
1350,5.134,0.0664
1351,5.136,0.0664
1352,5.138,0.0664
1353,5.14,0.0664
1354,5.142,0.0664
1355,5.144,0.0668
1356,5.146,0.0664
1357,5.15,0.0664
1358,5.152,0.0664
1359,5.154,0.0668
1360,5.156,0.0664
1361,5.158,0.0668
1362,5.162,0.0668
1363,5.164,0.0668
1364,5.168,0.0668
1365,5.17,0.0668
1366,5.17,0.0668
1367,5.174,0.0672
1368,5.176,0.0672
1369,5.178,0.0672
1370,5.182,0.0672
1371,5.184,0.0672
1372,5.186,0.0672
1373,5.188,0.0672
1374,5.192,0.0672
1375,5.194,0.0672
1376,5.196,0.0672
1377,5.198,0.0672
1378,5.2,0.0672
1379,5.202,0.0676
1380,5.204,0.0676
1381,5.208,0.0676
1382,5.21,0.0676
1383,5.212,0.0676
1384,5.214,0.0676
1385,5.218,0.0676
1386,5.22,0.0676
1387,5.222,0.0676
1388,5.224,0.0676
1389,5.226,0.0676
1390,5.228,0.068
1391,5.232,0.068
1392,5.234,0.068
1393,5.236,0.068
1394,5.238,0.068
1395,5.24,0.068
1396,5.242,0.068
1397,5.246,0.068
1398,5.248,0.068
1399,5.25,0.068
1400,5.252,0.068
1401,5.254,0.068
1402,5.256,0.068
1403,5.26,0.068
1404,5.262,0.068
1405,5.264,0.0684
1406,5.268,0.0684
1407,5.27,0.0684
1408,5.272,0.0684
1409,5.274,0.0684
1410,5.276,0.0684
1411,5.278,0.0684
1412,5.28,0.0684
1413,5.284,0.0684
1414,5.286,0.0684
1415,5.29,0.0688
1416,5.292,0.0688
1417,5.294,0.0688
1418,5.296,0.0684
1419,5.298,0.0684
1420,5.3,0.0688
1421,5.304,0.0688
1422,5.304,0.0688
1423,5.306,0.0688
1424,5.31,0.0688
1425,5.312,0.0688
1426,5.314,0.0688
1427,5.316,0.0688
1428,5.318,0.0688
1429,5.32,0.0688
1430,5.324,0.0688
1431,5.326,0.0692
1432,5.328,0.0692
1433,5.33,0.0692
1434,5.334,0.0692
1435,5.336,0.0692
1436,5.338,0.0692
1437,5.34,0.0692
1438,5.342,0.0692
1439,5.346,0.0692
1440,5.348,0.0692
1441,5.35,0.0696
1442,5.352,0.0696
1443,5.356,0.0696
1444,5.358,0.0692
1445,5.36,0.0696
1446,5.362,0.0696
1447,5.364,0.0696
1448,5.368,0.0696
1449,5.37,0.0696
1450,5.372,0.0696
1451,5.374,0.0696
1452,5.378,0.07
1453,5.38,0.0696
1454,5.382,0.0696
1455,5.384,0.07
1456,5.386,0.0696
1457,5.39,0.07
1458,5.392,0.0696
1459,5.394,0.07
1460,5.396,0.07
1461,5.4,0.07
1462,5.4,0.07
1463,5.404,0.07
1464,5.406,0.0704
1465,5.408,0.0704
1466,5.41,0.07
1467,5.414,0.07
1468,5.416,0.0704
1469,5.418,0.0704
1470,5.42,0.0704
1471,5.422,0.0704
1472,5.424,0.0704
1473,5.428,0.0704
1474,5.43,0.0704
1475,5.432,0.0704
1476,5.434,0.0708
1477,5.438,0.0708
1478,5.44,0.0704
1479,5.442,0.0708
1480,5.444,0.0708
1481,5.446,0.0708
1482,5.448,0.0708
1483,5.45,0.0708
1484,5.454,0.0708
1485,5.456,0.0708
1486,5.458,0.0708
1487,5.46,0.0708
1488,5.462,0.0708
1489,5.464,0.0708
1490,5.468,0.0708
1491,5.47,0.0708
1492,5.472,0.0708
1493,5.474,0.0708
1494,5.476,0.0708
1495,5.48,0.0712
1496,5.482,0.0712
1497,5.484,0.0712
1498,5.488,0.0712
1499,5.49,0.0712
1500,5.492,0.0712
1501,5.494,0.0712
1502,5.498,0.0712
1503,5.5,0.0712
1504,5.502,0.0712
1505,5.504,0.0712
1506,5.506,0.0716
1507,5.51,0.0716
1508,5.512,0.0716
1509,5.514,0.0716
1510,5.516,0.0716
1511,5.518,0.0716
1512,5.52,0.0716
1513,5.524,0.0716
1514,5.526,0.0716
1515,5.528,0.072
1516,5.53,0.0716
1517,5.532,0.0716
1518,5.536,0.0716
1519,5.538,0.072
1520,5.54,0.072
1521,5.542,0.072
1522,5.544,0.072
1523,5.546,0.072
1524,5.55,0.072
1525,5.552,0.072
1526,5.554,0.0724
1527,5.556,0.0724
1528,5.56,0.0724
1529,5.562,0.0724
1530,5.564,0.0724
1531,5.566,0.0724
1532,5.57,0.0724
1533,5.57,0.0724
1534,5.574,0.0724
1535,5.576,0.0724
1536,5.58,0.0724
1537,5.58,0.0724
1538,5.584,0.0724
1539,5.586,0.0724
1540,5.588,0.0724
1541,5.59,0.0724
1542,5.592,0.0724
1543,5.596,0.0728
1544,5.598,0.0728
1545,5.6,0.0728
1546,5.604,0.0728
1547,5.606,0.0728
1548,5.608,0.0728
1549,5.61,0.0732
1550,5.614,0.0728
1551,5.616,0.0728
1552,5.618,0.0732
1553,5.62,0.0732
1554,5.622,0.0732
1555,5.624,0.0732
1556,5.626,0.0732
1557,5.628,0.0728
1558,5.63,0.0732
1559,5.634,0.0732
1560,5.636,0.0728
1561,5.64,0.0732
1562,5.642,0.0732
1563,5.644,0.0736
1564,5.646,0.0732
1565,5.65,0.0736
1566,5.652,0.0732
1567,5.654,0.0732
1568,5.656,0.0736
1569,5.66,0.0736
1570,5.662,0.0736
1571,5.664,0.0736
1572,5.666,0.0736
1573,5.668,0.0736
1574,5.67,0.0736
1575,5.674,0.0736
1576,5.676,0.0736
1577,5.678,0.0736
1578,5.68,0.0736
1579,5.682,0.0736
1580,5.686,0.0736
1581,5.688,0.074
1582,5.69,0.074
1583,5.692,0.074
1584,5.694,0.074
1585,5.696,0.074
1586,5.698,0.074
1587,5.7,0.074
1588,5.704,0.074
1589,5.706,0.074
1590,5.708,0.074
1591,5.712,0.0744
1592,5.712,0.074
1593,5.716,0.074
1594,5.718,0.074
1595,5.72,0.074
1596,5.724,0.0744
1597,5.724,0.0744
1598,5.728,0.0744
1599,5.73,0.0744
1600,5.732,0.0744
1601,5.734,0.0744
1602,5.738,0.0744
1603,5.74,0.0744
1604,5.742,0.0744
1605,5.746,0.0744
1606,5.748,0.0748
1607,5.748,0.0748
1608,5.752,0.0748
1609,5.754,0.0748
1610,5.756,0.0748
1611,5.76,0.0748
1612,5.762,0.0748
1613,5.764,0.0748
1614,5.766,0.0748
1615,5.77,0.0748
1616,5.77,0.0748
1617,5.774,0.0748
1618,5.776,0.0748
1619,5.778,0.0748
1620,5.78,0.0748
1621,5.782,0.0748
1622,5.786,0.0752
1623,5.788,0.0752
1624,5.79,0.0752
1625,5.792,0.0752
1626,5.794,0.0752
1627,5.798,0.0752
1628,5.8,0.0752
1629,5.802,0.0752
1630,5.804,0.0756
1631,5.806,0.0752
1632,5.81,0.0752
1633,5.812,0.0756
1634,5.816,0.0756
1635,5.816,0.0756
1636,5.818,0.0756
1637,5.822,0.0756
1638,5.824,0.0756
1639,5.826,0.0756
1640,5.828,0.0756
1641,5.83,0.0756
1642,5.832,0.0756
1643,5.836,0.0756
1644,5.838,0.0756
1645,5.84,0.0756
1646,5.842,0.0756
1647,5.846,0.0756
1648,5.848,0.076
1649,5.85,0.076
1650,5.852,0.076
1651,5.856,0.076
1652,5.858,0.076
1653,5.86,0.076
1654,5.862,0.076
1655,5.866,0.076
1656,5.868,0.076
1657,5.87,0.0764
1658,5.872,0.076
1659,5.874,0.076
1660,5.876,0.0764
1661,5.88,0.0764
1662,5.882,0.0764
1663,5.886,0.0764
1664,5.888,0.0764
1665,5.89,0.0764
1666,5.892,0.0764
1667,5.896,0.0764
1668,5.898,0.0764
1669,5.9,0.0764
1670,5.902,0.0764
1671,5.904,0.0764
1672,5.906,0.0768
1673,5.908,0.0768
1674,5.912,0.0768
1675,5.914,0.0768
1676,5.916,0.0768
1677,5.92,0.0768
1678,5.922,0.0768
1679,5.924,0.0768
1680,5.926,0.0768
1681,5.928,0.0768
1682,5.932,0.0768
1683,5.934,0.0772
1684,5.936,0.0772
1685,5.938,0.0772
1686,5.94,0.0772
1687,5.942,0.0772
1688,5.946,0.0772
1689,5.948,0.0772
1690,5.952,0.0772
1691,5.954,0.0772
1692,5.956,0.0776
1693,5.958,0.0776
1694,5.96,0.0772
1695,5.964,0.0772
1696,5.966,0.0772
1697,5.968,0.0772
1698,5.97,0.0776
1699,5.972,0.0776
1700,5.976,0.0776
1701,5.978,0.0772
1702,5.98,0.0776
1703,5.982,0.0776
1704,5.984,0.0776
1705,5.988,0.0776
1706,5.99,0.0776
1707,5.994,0.0776
1708,5.996,0.0776
1709,5.998,0.0776
1710,6.0,0.078
1711,6.002,0.078
1712,6.004,0.078
1713,6.008,0.078
1714,6.01,0.078
1715,6.012,0.078
1716,6.016,0.078
1717,6.018,0.078
1718,6.02,0.078
1719,6.022,0.0784
1720,6.024,0.0784
1721,6.026,0.078
1722,6.03,0.078
1723,6.03,0.0784
1724,6.034,0.0784
1725,6.036,0.0784
1726,6.04,0.0784
1727,6.042,0.0784
1728,6.044,0.0784
1729,6.046,0.0784
1730,6.048,0.0784
1731,6.05,0.0784
1732,6.054,0.0784
1733,6.056,0.0784
1734,6.058,0.0784
1735,6.06,0.0784
1736,6.062,0.0788
1737,6.066,0.0788
1738,6.068,0.0788
1739,6.07,0.0788
1740,6.072,0.0788
1741,6.076,0.0788
1742,6.078,0.0788
1743,6.08,0.0788
1744,6.084,0.0788
1745,6.086,0.0788
1746,6.088,0.0792
1747,6.092,0.0792
1748,6.092,0.0792
1749,6.096,0.0792
1750,6.098,0.0792
1751,6.1,0.0792
1752,6.102,0.0792
1753,6.106,0.0792
1754,6.108,0.0792
1755,6.11,0.0792
1756,6.112,0.0792
1757,6.114,0.0792
1758,6.116,0.0796
1759,6.118,0.0796
1760,6.122,0.0796
1761,6.124,0.0796
1762,6.126,0.0796
1763,6.128,0.0796
1764,6.132,0.0796
1765,6.134,0.0796
1766,6.136,0.0796
1767,6.138,0.0796
1768,6.14,0.0796
1769,6.142,0.0796
1770,6.146,0.0796
1771,6.148,0.0796
1772,6.15,0.0796
1773,6.152,0.08
1774,6.156,0.08
1775,6.156,0.08
1776,6.16,0.08
1777,6.164,0.08
1778,6.166,0.08
1779,6.168,0.08
1780,6.17,0.08
1781,6.172,0.08
1782,6.176,0.08
1783,6.178,0.08
1784,6.18,0.0804
1785,6.184,0.0804
1786,6.186,0.0804
1787,6.186,0.08
1788,6.19,0.0804
1789,6.192,0.0804
1790,6.194,0.0804
1791,6.196,0.0804
1792,6.198,0.0804
1793,6.202,0.0804
1794,6.204,0.0804
1795,6.206,0.0804
1796,6.208,0.0804
1797,6.212,0.0804
1798,6.216,0.0804
1799,6.218,0.0808
1800,6.22,0.0808
1801,6.222,0.0808
1802,6.224,0.0808
1803,6.226,0.0808
1804,6.23,0.0808
1805,6.232,0.0808
1806,6.234,0.0808
1807,6.236,0.0808
1808,6.24,0.0808
1809,6.242,0.0808
1810,6.244,0.0808
1811,6.246,0.0808
1812,6.248,0.0812
1813,6.252,0.0812
1814,6.254,0.0812
1815,6.256,0.0812
1816,6.258,0.0812
1817,6.26,0.0812
1818,6.264,0.0816
1819,6.266,0.0812
1820,6.268,0.0812
1821,6.27,0.0812
1822,6.274,0.0816
1823,6.276,0.0816
1824,6.278,0.0816
1825,6.28,0.0812
1826,6.282,0.0816
1827,6.286,0.0816
1828,6.288,0.0816
1829,6.29,0.0816
1830,6.292,0.0816
1831,6.296,0.0816
1832,6.298,0.0816
1833,6.3,0.0816
1834,6.302,0.0816
1835,6.306,0.0816
1836,6.308,0.0816
1837,6.31,0.082
1838,6.314,0.082
1839,6.316,0.082
1840,6.318,0.082
1841,6.322,0.082
1842,6.324,0.082
1843,6.326,0.082
1844,6.328,0.082
1845,6.33,0.082
1846,6.334,0.082
1847,6.336,0.082
1848,6.338,0.082
1849,6.34,0.082
1850,6.342,0.082
1851,6.344,0.0824
1852,6.348,0.0824
1853,6.35,0.0824
1854,6.352,0.0824
1855,6.356,0.0824
1856,6.358,0.0824
1857,6.36,0.0824
1858,6.364,0.0824
1859,6.364,0.0824
1860,6.368,0.0824
1861,6.37,0.0828
1862,6.372,0.0824
1863,6.376,0.0824
1864,6.378,0.0828
1865,6.38,0.0828
1866,6.382,0.0828
1867,6.384,0.0828
1868,6.386,0.0828
1869,6.388,0.0828
1870,6.392,0.0828
1871,6.394,0.0828
1872,6.396,0.0828
1873,6.4,0.0832
1874,6.402,0.0828
1875,6.404,0.0832
1876,6.406,0.0828
1877,6.408,0.0832
1878,6.412,0.0832
1879,6.414,0.0832
1880,6.416,0.0832
1881,6.42,0.0832
1882,6.422,0.0832
1883,6.424,0.0832
1884,6.426,0.0836
1885,6.43,0.0832
1886,6.432,0.0836
1887,6.434,0.0836
1888,6.436,0.0836
1889,6.438,0.0836
1890,6.44,0.0836
1891,6.444,0.0836
1892,6.446,0.0836
1893,6.448,0.0836
1894,6.452,0.0836
1895,6.454,0.0836
1896,6.456,0.0836
1897,6.458,0.084
1898,6.462,0.084
1899,6.462,0.084
1900,6.466,0.084
1901,6.468,0.084
1902,6.47,0.084
1903,6.474,0.084
1904,6.476,0.084
1905,6.478,0.084
1906,6.482,0.084
1907,6.484,0.084
1908,6.486,0.084
1909,6.488,0.084
1910,6.49,0.084
1911,6.494,0.0844
1912,6.496,0.0844
1913,6.498,0.0844
1914,6.502,0.0844
1915,6.504,0.0844
1916,6.506,0.0844
1917,6.508,0.0844
1918,6.51,0.0844
1919,6.514,0.0844
1920,6.514,0.0844
1921,6.518,0.0844
1922,6.52,0.0844
1923,6.524,0.0848
1924,6.524,0.0848
1925,6.528,0.0848
1926,6.53,0.0848
1927,6.534,0.0848
1928,6.536,0.0848
1929,6.538,0.0848
1930,6.54,0.0848
1931,6.542,0.0848
1932,6.546,0.0848
1933,6.548,0.0848
1934,6.55,0.0848
1935,6.552,0.0848
1936,6.556,0.0848
1937,6.558,0.0852
1938,6.56,0.0852
1939,6.56,0.0852
1940,6.564,0.0852
1941,6.566,0.0852
1942,6.57,0.0852
1943,6.572,0.0852
1944,6.574,0.0852
1945,6.576,0.0852
1946,6.578,0.0852
1947,6.58,0.0852
1948,6.582,0.0852
1949,6.586,0.0856
1950,6.588,0.0852
1951,6.59,0.0856
1952,6.592,0.0856
1953,6.594,0.0856
1954,6.596,0.0856
1955,6.6,0.0856
1956,6.602,0.0856
1957,6.606,0.0856
1958,6.608,0.0856
1959,6.61,0.0856
1960,6.612,0.0856
1961,6.616,0.0856
1962,6.618,0.0856
1963,6.62,0.086
1964,6.622,0.086
1965,6.626,0.086
1966,6.628,0.086
1967,6.632,0.086
1968,6.634,0.086
1969,6.636,0.086
1970,6.638,0.086
1971,6.642,0.086
1972,6.644,0.086
1973,6.646,0.086
1974,6.648,0.086
1975,6.652,0.086
1976,6.654,0.086
1977,6.656,0.086
1978,6.658,0.086
1979,6.66,0.0864
1980,6.664,0.0864
1981,6.664,0.0864
1982,6.668,0.0864
1983,6.67,0.0864
1984,6.672,0.0868
1985,6.676,0.0868
1986,6.678,0.0864
1987,6.68,0.0868
1988,6.682,0.0868
1989,6.684,0.0868
1990,6.686,0.0868
1991,6.688,0.0868
1992,6.69,0.0868
1993,6.694,0.0868
1994,6.696,0.0868
1995,6.7,0.0868
1996,6.702,0.0868
1997,6.706,0.0872
1998,6.708,0.0872
1999,6.71,0.0868
2000,6.712,0.0868
2001,6.716,0.0868
2002,6.718,0.0872
2003,6.72,0.0872
2004,6.722,0.0872
2005,6.726,0.0872
2006,6.728,0.0872
2007,6.73,0.0872
2008,6.732,0.0872
2009,6.734,0.0872
2010,6.738,0.0872
2011,6.738,0.0872
2012,6.742,0.0872
2013,6.746,0.0876
2014,6.748,0.0872
2015,6.75,0.0872
2016,6.754,0.0876
2017,6.756,0.0876
2018,6.758,0.0876
2019,6.76,0.0876
2020,6.764,0.0876
2021,6.766,0.088
2022,6.768,0.0876
2023,6.77,0.088
2024,6.772,0.0876
2025,6.776,0.0876
2026,6.778,0.088
2027,6.782,0.088
2028,6.782,0.088
2029,6.786,0.088
2030,6.788,0.088
2031,6.79,0.088
2032,6.794,0.088
2033,6.796,0.0884
2034,6.798,0.088
2035,6.8,0.088
2036,6.804,0.088
2037,6.806,0.088
2038,6.808,0.0884
2039,6.812,0.0884
2040,6.814,0.0884
2041,6.816,0.0884
2042,6.818,0.0884
2043,6.822,0.0884
2044,6.824,0.0884
2045,6.828,0.0884
2046,6.83,0.0884
2047,6.832,0.0884
2048,6.836,0.0884
2049,6.838,0.0884
2050,6.84,0.0888
2051,6.842,0.0888
2052,6.844,0.0888
2053,6.848,0.0888
2054,6.85,0.0888
2055,6.854,0.0888
2056,6.856,0.0888
2057,6.858,0.0888
2058,6.86,0.0888
2059,6.862,0.0888
2060,6.864,0.0892
2061,6.868,0.0892
2062,6.87,0.0892
2063,6.872,0.0888
2064,6.876,0.0892
2065,6.878,0.0892
2066,6.88,0.0892
2067,6.882,0.0892
2068,6.886,0.0892
2069,6.888,0.0892
2070,6.89,0.0892
2071,6.894,0.0892
2072,6.896,0.0892
2073,6.898,0.0896
2074,6.9,0.0892
2075,6.904,0.0896
2076,6.906,0.0896
2077,6.908,0.0896
2078,6.91,0.0896
2079,6.914,0.0896
2080,6.916,0.0896
2081,6.918,0.0896
2082,6.92,0.09
2083,6.922,0.09
2084,6.926,0.09
2085,6.928,0.0896
2086,6.93,0.09
2087,6.932,0.09
2088,6.934,0.0896
2089,6.936,0.09
2090,6.94,0.09
2091,6.938,0.09
2092,6.94,0.09
2093,6.938,0.0896
2094,6.932,0.09
2095,6.924,0.0896
2096,6.916,0.0896
2097,6.908,0.0896
2098,6.904,0.0896
2099,6.898,0.0896
2100,6.892,0.0892
2101,6.888,0.0892
2102,6.884,0.0892
2103,6.88,0.0888
2104,6.886,0.0892
2105,6.896,0.0892
2106,6.906,0.0892
2107,6.914,0.0896
2108,6.924,0.0896
2109,6.932,0.0896
2110,6.94,0.09
2111,6.946,0.09
2112,6.954,0.09
2113,6.96,0.09
2114,6.964,0.09
2115,6.97,0.0904
2116,6.976,0.0904
2117,6.98,0.0904
2118,6.984,0.0904
2119,6.988,0.0904
2120,6.992,0.0908
2121,6.996,0.0908
2122,7.0,0.0908
2123,7.002,0.0908
2124,7.006,0.0908
2125,7.008,0.0908
2126,7.012,0.0908
2127,7.014,0.0908
2128,7.018,0.0908
2129,7.02,0.0908
2130,7.022,0.0908
2131,7.026,0.0908
2132,7.028,0.0908
2133,7.03,0.0912
2134,7.032,0.0912
2135,7.034,0.0912
2136,7.038,0.0912
2137,7.04,0.0912
2138,7.042,0.0912
2139,7.044,0.0912
2140,7.046,0.0912
2141,7.05,0.0912
2142,7.052,0.0912
2143,7.054,0.0912
2144,7.056,0.0912
2145,7.058,0.0912
2146,7.062,0.0916
2147,7.064,0.0916
2148,7.066,0.0916
2149,7.068,0.0916
2150,7.072,0.0916
2151,7.074,0.0916
2152,7.078,0.0916
2153,7.08,0.0916
2154,7.082,0.092
2155,7.084,0.0916
2156,7.086,0.092
2157,7.088,0.092
2158,7.092,0.092
2159,7.094,0.092
2160,7.096,0.092
2161,7.1,0.092
2162,7.102,0.092
2163,7.104,0.092
2164,7.108,0.0924
2165,7.11,0.0924
2166,7.114,0.0924
2167,7.116,0.092
2168,7.118,0.0924
2169,7.12,0.0924
2170,7.122,0.0924
2171,7.126,0.0924
2172,7.128,0.0924
2173,7.13,0.0924
2174,7.134,0.0924
2175,7.136,0.0924
2176,7.138,0.0928
2177,7.142,0.0924
2178,7.144,0.0928
2179,7.146,0.0928
2180,7.148,0.0928
2181,7.15,0.0928
2182,7.154,0.0928
2183,7.156,0.0928
2184,7.16,0.0928
2185,7.162,0.0928
2186,7.164,0.0928
2187,7.166,0.0928
2188,7.168,0.0928
2189,7.17,0.0932
2190,7.174,0.0932
2191,7.176,0.0932
2192,7.178,0.0932
2193,7.18,0.0932
2194,7.184,0.0932
2195,7.186,0.0932
2196,7.19,0.0932
2197,7.192,0.0932
2198,7.194,0.0932
2199,7.196,0.0932
2200,7.2,0.0936
2201,7.202,0.0936
2202,7.204,0.0932
2203,7.208,0.0936
2204,7.21,0.0936
2205,7.212,0.0936
2206,7.216,0.0936
2207,7.218,0.0936
2208,7.22,0.0936
2209,7.222,0.0936
2210,7.224,0.0936
2211,7.228,0.0936
2212,7.23,0.0936
2213,7.232,0.094
2214,7.236,0.0936
2215,7.238,0.094
2216,7.24,0.094
2217,7.242,0.094
2218,7.246,0.094
2219,7.248,0.094
2220,7.25,0.094
2221,7.252,0.094
2222,7.256,0.094
2223,7.258,0.0944
2224,7.26,0.0944
2225,7.264,0.0944
2226,7.266,0.094
2227,7.268,0.094
2228,7.27,0.0944
2229,7.274,0.0944
2230,7.276,0.0944
2231,7.278,0.0944
2232,7.28,0.0944
2233,7.284,0.0944
2234,7.286,0.0944
2235,7.29,0.0944
2236,7.292,0.0944
2237,7.294,0.0944
2238,7.296,0.0944
2239,7.3,0.0944
2240,7.302,0.0944
2241,7.304,0.0944
2242,7.306,0.0944
2243,7.31,0.0948
2244,7.312,0.0948
2245,7.314,0.0948
2246,7.318,0.0948
2247,7.32,0.0948
2248,7.322,0.0952
2249,7.324,0.0948
2250,7.328,0.0952
2251,7.33,0.0952
2252,7.332,0.0952
2253,7.336,0.0948
2254,7.338,0.0952
2255,7.34,0.0952
2256,7.344,0.0952
2257,7.346,0.0952
2258,7.348,0.0952
2259,7.35,0.0952
2260,7.354,0.0952
2261,7.356,0.0952
2262,7.358,0.0952
2263,7.36,0.0952
2264,7.364,0.0952
2265,7.366,0.0952
2266,7.37,0.0952
2267,7.372,0.0956
2268,7.374,0.0956
2269,7.376,0.0956
2270,7.38,0.0956
2271,7.382,0.0956
2272,7.384,0.0956
2273,7.386,0.0956
2274,7.388,0.0956
2275,7.392,0.0956
2276,7.396,0.0956
2277,7.396,0.096
2278,7.4,0.096
2279,7.402,0.0956
2280,7.406,0.096
2281,7.408,0.096
2282,7.41,0.096
2283,7.414,0.096
2284,7.416,0.096
2285,7.418,0.096
2286,7.422,0.096
2287,7.424,0.096
2288,7.426,0.096
2289,7.428,0.0964
2290,7.432,0.0964
2291,7.434,0.0964
2292,7.436,0.0964
2293,7.44,0.0964
2294,7.442,0.0964
2295,7.444,0.0964
2296,7.448,0.0964
2297,7.45,0.0964
2298,7.454,0.0964
2299,7.456,0.0968
2300,7.458,0.0968
2301,7.46,0.0964
2302,7.464,0.0968
2303,7.466,0.0968
2304,7.468,0.0968
2305,7.472,0.0968
2306,7.474,0.0968
2307,7.476,0.0968
2308,7.48,0.0972
2309,7.482,0.0972
2310,7.484,0.0968
2311,7.486,0.0972
2312,7.488,0.0972
2313,7.492,0.0972
2314,7.494,0.0968
2315,7.496,0.0972
2316,7.5,0.0972
2317,7.502,0.0972
2318,7.504,0.0972
2319,7.506,0.0972
2320,7.51,0.0972
2321,7.512,0.0972
2322,7.514,0.0972
2323,7.518,0.0972
2324,7.52,0.0972
2325,7.522,0.0976
2326,7.524,0.0976
2327,7.528,0.0976
2328,7.53,0.0976
2329,7.532,0.0976
2330,7.536,0.0976
2331,7.538,0.0976
2332,7.54,0.0976
2333,7.542,0.0976
2334,7.546,0.0976
2335,7.548,0.098
2336,7.55,0.098
2337,7.554,0.098
2338,7.556,0.098
2339,7.558,0.098
2340,7.562,0.098
2341,7.564,0.098
2342,7.566,0.098
2343,7.57,0.098
2344,7.572,0.098
2345,7.574,0.098
2346,7.576,0.098
2347,7.58,0.098
2348,7.582,0.0984
2349,7.586,0.0984
2350,7.588,0.0984
2351,7.59,0.0984
2352,7.592,0.0984
2353,7.596,0.0984
2354,7.598,0.0984
2355,7.602,0.0984
2356,7.602,0.0984
2357,7.606,0.0984
2358,7.608,0.0988
2359,7.61,0.0988
2360,7.614,0.0988
2361,7.616,0.0988
2362,7.618,0.0988
2363,7.62,0.0988
2364,7.622,0.0988
2365,7.626,0.0988
2366,7.628,0.0992
2367,7.632,0.0988
2368,7.634,0.0988
2369,7.636,0.0992
2370,7.638,0.0992
2371,7.642,0.0992
2372,7.644,0.0992
2373,7.646,0.0992
2374,7.65,0.0992
2375,7.652,0.0992
2376,7.654,0.0992
2377,7.658,0.0992
2378,7.66,0.0996
2379,7.662,0.0992
2380,7.666,0.0996
2381,7.668,0.0992
2382,7.67,0.0996
2383,7.674,0.0992
2384,7.676,0.0992
2385,7.678,0.0992
2386,7.68,0.0996
2387,7.684,0.0996
2388,7.686,0.0996
2389,7.688,0.0996
2390,7.69,0.0996
2391,7.694,0.0996
2392,7.698,0.0996
2393,7.698,0.0996
2394,7.702,0.0996
2395,7.704,0.1
2396,7.706,0.1
2397,7.708,0.1
2398,7.712,0.1
2399,7.714,0.1
2400,7.716,0.1
2401,7.72,0.1004
2402,7.722,0.1
2403,7.724,0.1
2404,7.726,0.1004
2405,7.73,0.1004
2406,7.732,0.1
2407,7.734,0.1004
2408,7.738,0.1004
2409,7.74,0.1004
2410,7.742,0.1004
2411,7.746,0.1004
2412,7.748,0.1004
2413,7.75,0.1004
2414,7.754,0.1004
2415,7.756,0.1004
2416,7.758,0.1004
2417,7.762,0.1004
2418,7.764,0.1004
2419,7.766,0.1004
2420,7.77,0.1004
2421,7.772,0.1008
2422,7.776,0.1008
2423,7.778,0.1008
2424,7.78,0.1008
2425,7.782,0.1008
2426,7.784,0.1008
2427,7.786,0.1008
2428,7.79,0.1008
